Id;score;at;content;content_en
664;5;15/09/2025 06:45;the best dah pake shoopee semua serba murahh😁😁😁😘😘😃😃😀😀😀😃🙃🙃🙃🙃🙃🙃😋🤫🤫🤭😘;the best has used shopee, everything is cheap 😁😁😁😘😘😃😃😀😀😀😃🙃🙃🙃🙃🙃🙃😋🤫🤫🤭😘
665;3;15/09/2025 06:45;dulu pernah pinjam di Spinjam ga sampai 5 menit di transfer, sekarang mau minjam lagi karena mendesak butuhnya hari itu juga tapi malah prosesnya butuh 1-3 hari,ibarat kita sakit butuh obat hari itu tapi dikasihnya 3hari kemudian dah keburu mati pak,agak kecewa sama Spinjam sekarang;In the past, I borrowed from Spinjam before it didn't take 5 minutes to transfer, now I want to borrow again because I urgently need it that day, but instead the process takes 1-3 days, it's like we were sick and needed medicine that day but they gave it 3 days later and it died, sir, I'm a bit disappointed with Spinjam now
666;5;15/09/2025 06:44;sangat puas;very satisfied
667;5;15/09/2025 06:43;sangat memuaskan;very satisfactory
668;5;15/09/2025 06:43;pokoknya Shopee the best;Basically, Shopee is the best
669;5;15/09/2025 06:43;sangat memudahkan dalam berbelanja;very easy to shop
670;5;15/09/2025 06:43;semoga lebih baik lagi,fan saran sy perbaiki kutitnya karrna masih ada yg kurang sopan..;I hope it will be better, and my suggestion is to improve the skin because there are still those who are impolite..
671;5;15/09/2025 06:42;ok mantap puas dengan shopee 🤩🤩🤩🤩;OK, great, satisfied with Shopee 🤩🤩🤩🤩
672;5;15/09/2025 06:40;pembelian nya bagus tapi daerah saya tidak ada cod nya dulu ada sekarang sudah tidak ada;the purchase is good but my area doesn't have cod, it used to be there now it's gone
673;5;15/09/2025 06:39;oke mantap;okay great
674;5;15/09/2025 06:39;bagus;Good
675;5;15/09/2025 06:39;pelayanan mantap;great service
676;5;15/09/2025 06:37;sangat bagus;very good
677;5;15/09/2025 06:37;baguss;nice
678;1;15/09/2025 06:36;paket lama datang;the package took a long time to arrive
679;5;15/09/2025 06:36;saya banget sama belanja dishopee;I really like shopping at Shopee
680;5;15/09/2025 06:35;puas belanja di shopee;satisfied shopping at shopee
681;5;15/09/2025 06:31;bagus2 barangnya;the stuff is good
682;5;15/09/2025 06:30;"di shope banyak promo murah""pula🤩🤩";On Shopee there are lots of cheap credit promotions🤩🤩
683;5;15/09/2025 06:29;pokok na Oke banget;the treasure na Oke banget
684;1;15/09/2025 06:28;pengirimannya lelet bangett pesen tgl 10 estimasi tiba tgl 13 sampe tgl 15 pun belom jg sampe. perbaiki pengirimannya!!;The delivery was very slow, ordered on the 10th, estimated to arrive on the 13th, until the 15th it still hasn't arrived.fix the delivery!!
685;5;15/09/2025 06:28;sangat membantu sekali;very helpful
686;5;15/09/2025 06:28;jos;if
687;1;15/09/2025 06:28;sampah bgt tau😥;It's really rubbish, you know?
688;1;15/09/2025 06:28;f dan U w2ttar rt, xy yg Mandrehe ettttttd, er besok error orang aw yang, yuk baru rt;f and U w2ttar rt, xy yang Mandrehe ettttttd, er tomorrow people's error aw yang, let's just rt
689;5;15/09/2025 06:28;sekarang beda sama yang dulu;now it's different from before
690;1;15/09/2025 06:27;8-9 kali telpon tidak ada respon, tidak berani pihak terkait untuk menghubungi saya.beda dgn lapak hijau CS msh mau hubungi. Penanganan lama & berbelit tidak mau di sanksi tp kalau klcustomer yg salah main sanksi se enaknya sendiri. PERCUMA DI SOSMED IG & FB JG SDH SAYA BOOM GAK DITANGGAPI DAN SANGAT MENJENGKELKAN CARA PENYELESAIANNYA. PERUSAHAAN BESAR TP AROGAN.;8-9 times there was no response, the related parties didn't dare to contact me. Unlike the green stall, CS still wanted to contact me.Long & complicated handling doesn't want to be punished, but if the customer makes a mistake, the punishment is whatever they want.IT'S FREE ON SOSMED IG & FB ALSO BOOM I DID NOT RESPOND AND IT WAS VERY INCREDIBLE HOW IT WAS RESOLVED.BIG COMPANY BUT AROGAN.
691;5;15/09/2025 06:26;tepat waktu dlm pengiriman;on time delivery
692;5;15/09/2025 06:24;senang;like
693;5;15/09/2025 06:22;sangat bagus dan membantu saran pertahankan untuk semua nya;very good and helpful advice keep it up for everything
694;5;15/09/2025 06:22;membeli segala macam kebutuhan menjadi sangat mudah;buying all kinds of necessities becomes very easy
695;5;15/09/2025 06:22;bagus dan lancar;nice and smooth
696;5;15/09/2025 06:21;sangat rekomen;highly recommend
697;5;15/09/2025 06:21;sesuaii;match
698;5;15/09/2025 06:21;bagus oke;good okay
699;5;15/09/2025 06:21;"jualannya murah""";"selling cheap"""
700;5;15/09/2025 06:19;sangat bagus;very good
701;4;15/09/2025 06:18;bagus;Good
702;5;15/09/2025 06:18;sangat membantu kita mendapatkan kebutuhan;really helps us get what we need
703;5;15/09/2025 06:18;Sangat memuaskan;Very satisfactory
704;5;15/09/2025 06:17;amanah;trust
705;3;15/09/2025 06:16;mencoba;try
706;5;15/09/2025 06:15;selama belanja d shopee, Alhamdulillah amanah & g pernah gagal;while shopping at Shopee, thank God trust & g never failed
707;5;15/09/2025 06:15;membantu sekali;very helpful
708;5;15/09/2025 06:15;cepet nyampe;arrived quickly
709;5;15/09/2025 06:14;keren ini aplikasi, saran saya kurangin iklan nya🙏;This is a cool application, my suggestion is to reduce the advertising🙏
710;5;15/09/2025 06:13;mudah proses pembeliannya;easy purchasing process
711;5;15/09/2025 06:12;sangat membantu;very helpful
712;5;15/09/2025 06:12;shoppe yg terbaik;the best shopee
713;5;15/09/2025 06:12;baik baik;fine
714;5;15/09/2025 06:11;br coba ,,mudah²an cocok y tuk mnurunkan berat badan saya ..;try it, it's easy and suitable for losing weight..
715;2;15/09/2025 06:09;Maaf, saya kecewa banget ma shopee, tidak pesan produk tapi ada paket yg datang kerumah berupa pupuk Alfa green tanaman,..;Sorry, I'm really disappointed shopee, I didn't order the product but a package came to my house in the form of Alfa green plant fertilizer,...
716;5;15/09/2025 06:09;Shoopy maju terus ya...;Shopee keeps moving forward...
717;4;15/09/2025 06:07;Sekarang sudah mudah belanja di shopee, krna kurirnya langsung antar di tempat. Kl tahun kemarin saya yg kejauhan menjemputnya. tapi kalau belanja barang yang ukuran besar si kurir JNT ga mau ngantar ke rumah. aku ga mau jasa kurir JNT.;Now it's easy to shop at Shopee, because the courier delivers it directly on the spot.Last year I picked him up from a distance.But if you shop for large items, the JNT courier doesn't want to deliver them to your house.I don't want the JNT courier service.
718;5;15/09/2025 06:07;👍👍👍👍👍👍👍👍.;👍👍👍👍👍👍👍👍.
719;1;15/09/2025 06:06;Asuu ni aplikasi ga niat kasih voucher percuma berlangganan vip tapi voucher nya ga bisa dipake jatuhnya korup berkedok vip wkwkw, klo sudah beli vip bebas dong seharusnya mau dipake beli apa aja ini setiap beli dibatalkan beli dibatalkan otomatis smaa sistemnya,heh dudul aplikasi lu jahat banget anjg lu kira 1 komplek 1 perusahaan yang pake Shope cuma 1? Wajar kn kalo 1 perusahaan atau 1 tempat kerja pake wifi yg sama ini alasannya kocak banget anjg dikira gw punya lebih dari 1 akun;Asuu, this application has no intention of giving free vouchers for VIP subscriptions, but the vouchers can't be used. It's corrupt under the guise of VIP. Wow, if you've bought a free VIP, you should use whatever you want. Every time you buy it, it's canceled automatically, the system is canceled, heh, your application is really bad, do you think there's only 1 company with 1 complex that uses Shope?Is it normal for 1 company or 1 place of work to use the same wifi? This is why it's so funny that I think I have more than 1 account.
720;5;15/09/2025 06:04;sangat membantu untuk mencari barang kebutuhan;Very helpful for finding needed items
721;4;15/09/2025 06:03;oke;limit
722;5;15/09/2025 06:02;Ok;Ok
723;5;15/09/2025 06:02;mantap 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍;great 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
724;5;15/09/2025 06:00;Ga ngerti ya aku user baru mo ambil hadia 1rp tp ga bisa d kata jaringan nya lah ini lah itu lah pdhl jaringan w bagus wkw gausah php deh plis wkkw;I don't understand, I'm a new user, I want to take the 1 Rp prize but I can't say what the network is, this is that, even though the W network is good, no need for PHP, please hahaha
725;5;15/09/2025 06:00;bagus;Good
726;5;15/09/2025 06:00;Alman, mie ayam;Alman, chicken noodles
727;1;15/09/2025 05:59;Ini aplikasi sampah. kok bisa ya pas ada promo setiap belanja yg byk justru malah di batalin semua. tolol namanya.klu gak niat bikin promo ya jgn buat dong klu kyk gini kan makin marah orang yg terlanjur beli terus do batalin terus. asu kou;This is a rubbish app.How come when there's a promotion every time you shop a lot, it ends up being all cancelled?It's a stupid name. If you don't intend to make a promo, don't do it. If it looks like this, it will make people even more angry who have already bought it and then cancel it.asu kou
728;1;15/09/2025 05:59;buruk.... toko pengguna shopee ini tak sesuai barang yng di promosikan sama yng dikirimnya;bad.... this Shopee user shop does not match the items promoted and those sent
729;5;15/09/2025 05:59;sangat membantu;very helpful
730;1;15/09/2025 05:58;Alhamdulillah sudah normal bisa co meskipun harus berlangganan shopeeplus;Thank God, it's normal even though you have to subscribe to Shopeeplus
731;5;15/09/2025 05:58;makasih bg;thanks bro
732;1;15/09/2025 05:58;"sering make apk shopee,tapi yang bikin kecewa sama pelayanan chokinya kurang efisien,dan paling bener"" kecewa barang pernah hilang saat pengiriman,behh kecewa berat,mending pindah ke toko ijo";"I often use the Shopee apk, but what makes me disappointed is that Choki's service is less efficient, and the most true ""disappointed item was lost during delivery, really disappointed, it's better to move to the green shop"
733;5;15/09/2025 05:55;terbaik;the best
734;5;15/09/2025 05:54;pengiriman cepat terima kasih;fast delivery thank you
735;1;15/09/2025 05:54;aplikasi tolol. saat promo datang transaksi di batalin terus. dasar goblog. mending di batas i voucher nya jgn main batal terus. anjinnng ini sampah.;stupid app.When the promo comes, the transaction continues to be cancelled.you idiot.It's better to stick to the voucher limit and don't keep canceling the game.This dog is trash.
736;1;15/09/2025 05:54;jelek;signs
737;5;15/09/2025 05:52;bagus saat kesulitan mencari barang shopee solusinya;Good for when you have trouble finding shopee items for the solution
738;5;15/09/2025 05:52;bagus dan amnah;good and nice
739;5;15/09/2025 05:49;Mantap dah, barang sesuai dengan pesanan dan fictur di iklan, semoga selalu amanah;It's great, the item matches the order and the fixture in the ad, I hope it's always reliable
740;5;15/09/2025 05:47;shopee bagus...;good shopee...
741;5;15/09/2025 05:46;excellent...;excellent...
742;2;15/09/2025 05:46;Pengiriman tidak sesuai dengan estimasi , tolong di perbaiki lagi;Delivery did not match estimates, please fix it again
743;5;15/09/2025 05:46;belanja sambil tiduran;shopping while lying down
744;5;15/09/2025 05:45;mantap shopee aku jadi bisa belajar cara belanja online😁😄;great shopee so I can learn how to shop online😁😄
745;5;15/09/2025 05:45;cepat dan sesuai pesanan;fast and according to order
746;4;15/09/2025 05:44;pengiriman tepat waktu, blom pasang;Delivery on time, yet to install
747;5;15/09/2025 05:44;mantab;great
748;5;15/09/2025 05:43;mantap;solid
749;5;15/09/2025 05:42;agus/bagus;and/or
750;4;15/09/2025 05:41;mantaf;mantaf
751;5;15/09/2025 05:41;sementara ini memuas kn...;while this is satisfying...
752;4;15/09/2025 05:40;kadang telur ada yg pecah tp penjual TDK garansikan atau ganti yg br lg;Sometimes eggs break but the seller doesn't guarantee it or replace another one
753;5;15/09/2025 05:39;ooke;oake
754;5;15/09/2025 05:39;luar biasa;extraordinary
755;5;15/09/2025 05:39;the bestttt;the bestttt
756;5;15/09/2025 05:38;mantab;great
757;5;15/09/2025 05:37;👍👍;👍👍
758;5;15/09/2025 05:37;"terdebest apk nya berguna sekali mempermudah perbelanjaan suka banget udh ga takut lagi walaupun via TF udh bener"" terpercaya untuk apk nya";terdebest apk is very useful for making shopping easier, I really like it, I'm not afraid anymore even though via TF it's really reliable for the apk
759;5;15/09/2025 05:36;bagus;Good
760;5;15/09/2025 05:36;baik' & tepat waktu;good' & on time
761;5;15/09/2025 05:36;tepat waktu dan kurir ramah;on time and friendly courier
762;5;15/09/2025 05:35;penanganannya garcep;handling is fast
763;1;15/09/2025 05:35;Tiba tiba dapat notof email,kalau polis atas nama sudah aktif dan harus membayar. gila sih,ini penipuan. aktif hari ini,dibatalkan hari ini tetap disuruh bayar. manfaatnya gak dapat,ngerugiin iya. Percuma ngubungin customer,disuruh DM juga gak digubris. ditelpon nomer nya gak bisa dihubungi,diemail juga gak merubah keadaan. please deh,jangan menipu orang. gw pengguna shopee udh 8tahunan,malah ditipu;Suddenly you get an email notification that the policy in your name is active and you have to pay.Crazy, this is a scam.active today, canceled today still told to pay.There's no benefit, it's detrimental.It's useless to contact customers, they are also ignored when asked to DM.I called the number and couldn't be contacted, emailing didn't change the situation.Please, don't cheat people.I've been a shopee user for 8 years, but I was cheated
764;5;15/09/2025 05:34;sangat bagus dan membantu dalam proses pembelian;very nice and helpful in the purchase process
765;5;15/09/2025 05:34;bagus byak barang semakin lengkap;it's good that many items are getting more complete
766;5;15/09/2025 05:34;solusi cari perlengkapan, buat yg mager;solution for finding equipment, for those who are lazy
767;4;15/09/2025 05:34;👍;👍
768;5;15/09/2025 05:33;waw;waw
769;5;15/09/2025 05:33;barang bagus2;good stuff
770;5;15/09/2025 05:32;amanah pengiriman cepat;Trusted fast delivery
771;5;15/09/2025 05:32;membantu;help
772;5;15/09/2025 05:31;sangat memudahkan cara belanja;makes shopping very easy
773;5;15/09/2025 05:30;sangat bagus;very good
774;4;15/09/2025 05:30;bagus Banget sih, cuman kemaren itu gak tau kenapa sempat gak bisa co, kata nya karena voucher gratis ongkir nya habis, aku nya kurang paham sih;It's really good, but yesterday I don't know why I couldn't get it, I said it was because the free shipping voucher had run out, I don't really understand.
775;1;15/09/2025 05:29;KURIR NYA GAK RAMAH BLASSS;THE COURIER WAS NOT BLASSS FRIENDLY
776;5;15/09/2025 05:28;mantap...;solid...
777;5;15/09/2025 05:28;apk yg bgs x..dari segi pelayanan apalagi..muantaaap;good apk x... in terms of service especially... great
778;5;15/09/2025 05:28;Terbaik;The best
779;5;15/09/2025 05:26;seneng bngt sesuai pesanan dan cukup bagus jg;Very happy with what I ordered and it's pretty good too
780;5;15/09/2025 05:25;shiopee emank debes lah pokoknya , dan paten lah pokok nya bintang lima;Shopee is indeed debes in essence, and patents are the essence of five stars
781;5;15/09/2025 05:24;sangat bagus;very good
782;5;15/09/2025 05:23;shoppee sangat membantu untuk berbelanja...terimaksih shoppee🙏🙏🙏;shopee is very helpful for shopping...thank you shopee🙏🙏🙏
783;1;15/09/2025 05:23;tipu tipu;trick trick
784;5;15/09/2025 05:23;barangnya sesuai dgn promonya dan pengiriman tepat waktu .;the goods correspond to the promotion and delivery on time.
785;3;15/09/2025 05:23;lumayan baik daripada toko sebelah;quite better than the shop next door
786;2;15/09/2025 05:23;uhhh sekarang aplikasi ini udah pengiriman nya lama banget Uda gitu makin mahal juga ongkir nya😔😔😔 kecewa sama kebijakan Shopee akhir akhir ini;Uhhh now this application is taking a really long time to be delivered. That's why it's getting more expensive and the postage😔😔😔 disappointed with Shopee's policy lately
787;1;15/09/2025 05:23;tolong toko2 yg jual barang2 buatan sendiri yg gak berkualitas dihapu saja;Please delete shops that sell homemade goods that are not of good quality
788;5;15/09/2025 05:23;mudah..SMG TDK banyak biaya laen laen ...tingkatkan terus layanan gratis ongkir dan diskon..makasih shopee;it's easy..SMG, there won't be a lot of other costs...continue to improve the free shipping and discount service..thanks shopee
789;5;15/09/2025 05:22;reseller cepat dan ramah, Abang kurir ya juga gercep...pas sesuai di tangan manis dan menawan...terima kasih shopeee 👍👍👍;Fast and friendly reseller, courier brother, fast too... fits perfectly in sweet and charming hands... thank you shopeee 👍👍👍
790;5;15/09/2025 05:22;bintang mewakili;stars represent
791;5;15/09/2025 05:21;tepat waktu .;on time .
792;5;15/09/2025 05:20;cepat pembayaran belanja;fast shopping payments
793;5;15/09/2025 05:19;besttt;besttt
794;5;15/09/2025 05:17;sangat berguna bagi yang suka mager😁😁;very useful for those who like mager😁😁
795;5;15/09/2025 05:14;bagus bngettt shopee nya sangat mempermudah kita untuk berbelanja😇;It's really good that Shopee really makes it easier for us to shop😇
796;1;15/09/2025 05:14;cs bekti dan fitriani tidak melayani customer dengan baik, dan juga tidak sopan, tiba tiba memgakhiri chat yang belum terselesaikan;CS Bekti and Fitriani did not serve customers well, and were also rude, suddenly ending unfinished chats
797;5;15/09/2025 05:14;puas banget.;very satisfied.
798;5;15/09/2025 05:13;Shopee is the best;Shopee is the best
799;5;15/09/2025 05:13;good selalu ditingkatkan dr segi kualitas dan garansi buyer... jangan terlalu berat UI nya;good is always being improved in terms of quality and buyer guarantee... don't make the UI too heavy
800;1;15/09/2025 05:12;jangan tergiur dengan spinjam dan spaylater, telat 1hari langsung blacklist dan denda penuh 1 bulan tanpa bisa mengajukan pinjaman lagi. teror telpon dengan banyak nomor dan whatsapp, ancaman ancaman yg agresif jika belum dibayar walaupun baru telat 1 malam. buang aplikasi shopee anda sebelum terlanjur seperti saya. semua percakapan penuh dengan ancaman dengan team penagih saya bukukan dan saya arsipkan;Don't be tempted by spinjam and spaylater, being 1 day late will immediately be blacklisted and get a full 1 month fine without being able to apply for another loan.Telephone terror with lots of numbers and WhatsApp, aggressive threats if you haven't paid even though it's only 1 night late.Throw away your Shopee application before you're like me.I recorded and archived all conversations full of threats with the collection team
801;5;15/09/2025 05:10;aplikasi sangatt baikk;very good application
802;5;15/09/2025 05:10;shopee mantap shopee hebat;great shopee great shopee
803;5;15/09/2025 05:09;bagus;Good
804;5;15/09/2025 05:09;shopee yang terbaik dan slalu di hati😍;Shopee is the best and always in my heart😍
805;1;15/09/2025 05:09;jelek.;signs.
806;5;15/09/2025 05:09;baik;Good
807;5;15/09/2025 05:08;sangat membantu sekali;very helpful
808;4;15/09/2025 05:06;ok;ok
809;5;15/09/2025 05:06;Gak ribet klo belanja. Cuma sanyang gak di anter kerumah.;It's not complicated when shopping.It's just a shame it wasn't delivered home.
810;4;15/09/2025 05:05;pengiriman makin lamaa;delivery is taking longer
811;5;15/09/2025 05:03;paten dan keren, pengirimannya menjangkau ke pelosok desa..👍;patent and cool, delivery reaches remote villages..👍
812;5;15/09/2025 05:02;sejauh ini amanah...;so far trust...
813;4;15/09/2025 05:01;kurang eggk ada diskonnya, banyakan gimmick;There are no discounts, most of them are gimmicks
814;5;15/09/2025 05:01;memang shope mantap;it's a great shope
815;5;15/09/2025 05:00;mantap;solid
816;3;15/09/2025 05:00;instan expresss. Kita ga bisa kroscek barang udah sampe belum. tulisannya sampai, ternyata 20 menit kemudian dikembalikan. sebenernya ga masalah klo emng ga bisa ketemu lokasinya, jangan ditulis diterima gtu. (tulis keterangannya apa gitu) toh klo pun balik lagi, saya ga minta uangnya kembali. ya barangkali dikasih fitur tamabahn apa gtu ya. biar ga kejadian gini;instant express.We can't cross-check whether the goods have arrived or not.the writing arrived, apparently it was returned 20 minutes later.Actually, it doesn't matter if you can't find the location, don't write it like that.(write the description like that) but even if I come back, I won't ask for my money back.Yes, maybe there will be additional features like that.so that this doesn't happen
817;1;15/09/2025 05:00;barang yang di jual di aplikasi ini banyak yang buruk;Many of the goods sold on this application are bad
818;4;15/09/2025 04:59;mantap;solid
819;5;15/09/2025 04:58;belum pernah di kecewakan belanja online pakai apk shopee;I've never been disappointed shopping online using the Shopee apk
820;5;15/09/2025 04:56;sangat senang belanja di shopee;Very happy shopping at Shopee
821;5;15/09/2025 04:56;sangat membantu;very helpful
822;1;15/09/2025 04:56;Saya tidak akan belanja online lagi di Shopee, karena mendaftar di Spay later, Saya ditolak terus. Padahal KTP saya belum pernah digunakan. Tapi saat saya kredit mobil, atas nama saya bagus dan diterima, tp di Spay Later tuh ditolak terus, udah 2x daftar bela2 in nunggu 2 bulan pas sekarang daftar lagi, jawabannya sama;I will no longer shop online at Shopee, because registering at Spay later, I keep getting rejected.Even though my KTP has never been used.But when I got a car loan, it was in my name, it was good and accepted, but in Spay Later it kept getting rejected, I've already registered twice and waited 2 months and now I'm registering again, the answer is the same
823;5;15/09/2025 04:55;terimakasih shopee, pelayanannya bagus, dan pengembalian uang jika barang TDK sesuai sangat cepat, sebelum mengembalikan barang. belanja di shopee untuk bisnis sangat bagus Krn bisa bayar nanti dan barang bisa kita jual dluan,i like shoope;Thank you Shopee, good service, and refunds if the goods don't match very quickly, before returning the goods.Shopping at Shopee for business is very good because you can pay later and we can sell the goods first, I like Shopee
824;5;15/09/2025 04:55;sangat bagus dan membantu..;very nice and helpful..
825;4;15/09/2025 04:54;harus ada review untuk pengiriman,beberapa kali sering telat berhari hari,kasus terkahir sampai 2 hari lebih. mestinya kalo memang ekspedisi service Level nya jelek,shope berani menindak tegas dengam tidak menggunakan jasa mereka lagi ( anteraja );There must be a review for delivery, several times it was often days late, the last case took more than 2 days.If the expedition's service level is really bad, shope should take firm action by not using their services anymore (anteraja)
826;1;15/09/2025 04:54;parah pelayanannya;the service is terrible
827;2;15/09/2025 04:54;daftar pekek no HP sama aja gk bisa pesan di suruh konfirmasi no HP, pakek goggle juga gk bisa;If you register using your cellphone number, you can't even order if you're asked to confirm your cellphone number, you can't use goggles either
828;5;15/09/2025 04:53;kerja bagus;good job
829;5;15/09/2025 04:53;Terimakasih atas pengertian dan respon baik dari shopee akhirnya Sdh bisa cod lagi trmksh 🙏🙏🙏🙏🙏;Thank you for your understanding and good response from Shopee. Finally I can code again, thank you 🙏🙏🙏🙏🙏
830;5;15/09/2025 04:52;super duper mantapp;super duper great
831;5;15/09/2025 04:52;ok;ok
832;5;15/09/2025 04:49;baik;Good
833;5;15/09/2025 04:45;sangat membatu;very petrified
834;5;15/09/2025 04:44;gasss;gasss
835;5;15/09/2025 04:44;pengiriman cepat' anti telat;Fast delivery, anti-late delivery
836;5;15/09/2025 04:44;mantap;solid
837;4;15/09/2025 04:44;bagus aplikasi nya;its a good application
838;5;15/09/2025 04:44;oke;limit
839;5;15/09/2025 04:40;saya sangat terbantu dengan pelayanannya,;I was really helped by the service,
840;2;15/09/2025 04:40;Pajak terlalu besar...;Taxes are too big...
841;2;15/09/2025 04:40;sudah lama lunas pembayaran paylater cuman telat 2 hari sampe skrng blm bisa di buka lagi malah nama gua jelek di ojk kacau nih;It's been a long time since the paylater payment was paid, but it was only 2 days late until now it hasn't been able to open again, in fact my name is bad at the OJK, it's a mess.
842;5;15/09/2025 04:40;Sejauh ini pengalaman yang saya rasakan dengan aplikasi ini cukup baik dan memuaskan. Keep up the good work.;So far the experience I have had with this application is quite good and satisfying.Keep up the good work.
843;5;15/09/2025 04:39;terbaik;the best
844;4;15/09/2025 04:39;belanja tanpa ribet;hassle-free shopping
845;5;15/09/2025 04:37;Baik;Good
846;5;15/09/2025 04:36;bermanfaat;beneficial
847;2;15/09/2025 04:34;shopee terlalu memonopoli pengiriman, pengiriman spx banyak masalahnya, dari barang hilang, barang di tukar, penipuan. andai masih ada J&T, pasti pilih j&T, lebih aman, sedikit saran aja buat teman-teman, kalo mau beli barang mahal, contohnya kayak hp, lebih baik beli lewat tokped, lebih aman di situ, dari pada barang kalian di tukar atau di curi Lewa spx;Shopee monopolizes delivery too much, Spx delivery has a lot of problems, from lost goods, goods being exchanged, fraud.If there was still J&T, definitely choose J&T, it's safer, just a little advice for friends, if you want to buy expensive items, for example like cellphones, it's better to buy via Tokped, it's safer there, rather than having your items exchanged or stolen via Spx
848;1;15/09/2025 04:34;pengiriman sangat lambat bisa sampai 1 minggu walau jarak nya dekat. Parah padahal tulisan dn keterangan pengiriman 2-3 hari. penipuan.;Delivery is very slow, it can take up to 1 week even though the distance is close.Worse even though the writing and delivery information is 2-3 days.fraud.
849;5;15/09/2025 04:33;Terima kasih shopee terbaik 💗🫶 Pesanan saya selalu sesuai 🥰 terbaik 🥰;Thank you, the best shopee 💗🫶 My orders always match 🥰 the best 🥰
850;5;15/09/2025 04:33;Aplikasi bagus;Good app
851;5;15/09/2025 04:32;terima kasih shopee tokonya amanah;Thank you, shopee, the shop is trustworthy
852;5;15/09/2025 04:31;bagus dan saya suka;nice and i like it
853;5;15/09/2025 04:30;sangat mudah untuk berbelanja..nga usah pusing pusing cari...ketik barang yg kita mau..langsung keluar..pilihan nya..enak..puas la..belanja di Shopi..pengembalian uang cepat;very easy to shop..no need to worry about searching...type in the item we want..it comes straight out..the choice..is delicious..satisfied..shopping at Shopi..fast money returns
854;5;15/09/2025 04:30;Pokoknya Seru Pakai Shopee, Marketplace terpercaya yang Aku Udah Langganan sejak 2020 Lalu. Sejak Ada shopee Belanja Makin mudah dan Nyaman. Terimakasi Shopee;Anyway, it's fun to use Shopee, a trusted marketplace that I've subscribed to since 2020.Since there is Shopee, shopping has become easier and more comfortable.Thank you Shopee
855;1;15/09/2025 04:29;gara gara tiap buka shopee langsung nongol shopeelive.. gw jadi ga semamgat belanja.. ingin rasanya pindah ke tokopedia klo kaya gini terus..;because every time I open shopee, I go to shopeelive.. so I don't like shopping.. I want to move to tokopedia if it's like this..
856;5;15/09/2025 04:29;nyaman banget belanja di shopee;Very comfortable shopping at Shopee
857;1;15/09/2025 04:28;mulai tahun kemarin saya tdk bisa membayar tagihan indihome dan membeli pulsa melalui spaylater.. bulan ini saya tidak bisa melakukan pembelian token listrik melalui spaylater... pdhal saya selalu byr sblm jatuh tempo. saya tanyakan di email.jwbnnya karena ada kebijakan internal.dan pihak shopee tdk bs memberitahukan... apa ya kebijakan tsb??????!!!!;Starting last year I couldn't pay my Indihome bill and buy credit via Spaylater... this month I couldn't buy electricity tokens via Spaylater... even though I always pay before the due date.I asked in the email. The answer is because there is an internal policy. And Shopee can't tell you... what is that policy??????!!!!
858;5;15/09/2025 04:28;sangat membantu saya berbelanja;really helped me with my shopping
859;1;15/09/2025 04:28;Tolong admin shopee bagi penjual yang masuk di akun shopee di tlusuri benar benar, karna di penjual di akun shopee ini banyak akun pake pesan lain di kirim lain, saya sudah jadi korban, jadi saran admin shopee lebih teliti dan jaga keamanan dalam akun shopee ini;Please admin shopee for sellers who are logged in to the shopee account, search properly, because many sellers in this shopee account use other messages sent differently, I have become a victim, so the shopee admin's advice is to be more careful and maintain security in this shopee account
860;5;15/09/2025 04:24;Belanja lebih mudah harga terjangkao;Easier shopping at affordable prices
861;5;15/09/2025 04:22;coba di perlancar akses saya;try to make my access easier
862;5;15/09/2025 04:19;mura dan amana;mura and amana
863;5;15/09/2025 04:17;good;good
864;5;15/09/2025 04:15;shopeepay sangat membantu untuk melakukan berbagai pembayaran,puas sekali;shopeepay is very helpful for making various payments, very satisfied
865;5;15/09/2025 04:15;saya sangat suka shopee belanja lebih praktis murah dan yang paling penting gratis ongkirnya dan banyak produk yang bisa COD sarangae Shopeee,sukses selalu buat kamu,semoga aku juga bisa tambah penghasialn di shopeee,dan bisa belanja terus di shopeee🥰😘😍💖💗;I really like Shopee, shopping is more practical, cheaper and the most important thing is free shipping and lots of products can be COD, Sarangae Shopeee, always success for you, hopefully I can also increase my income at Shopee, and can continue shopping at Shopee🥰😘😍💖💗
866;3;15/09/2025 04:14;Jelek;Signs
867;5;15/09/2025 04:11;kenyamana dan kemudahan saat belanja,dan sangat tepat waktu.;comfort and convenience when shopping, and very punctual.
868;5;15/09/2025 04:10;banyak focernyaa sya suka belanja di toko oren;lots of vouchers, I like shopping at the orange shop
869;3;15/09/2025 04:10;kendala sekarang pesanan lambat;The problem now is that orders are slow
870;5;15/09/2025 04:10;good;good
871;1;15/09/2025 04:09;Ga jls;No jls
872;5;15/09/2025 04:06;aplikasi terbaik semoga di tambahkan fitur nonton terus menghasilkan koin yang bisa di tukar jadi duit;The best application, hopefully the feature of watching continues to be added will produce coins that can be exchanged for money
873;5;15/09/2025 04:06;shoope paling amn dan dipercaya;The safest and most trusted shopee
